IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2019,true,,,,,,,,,,,,,1390,,,,,,1390,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2019,true,,,,,,,,,,,,,1401,,,,,,1401,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,HTI,Haiti,Year,2019,true,,,,,,,,,,,,,143.5,,,,,,143.5,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,SEN,Senegal,Year,2019,true,,,,,,,,,,,,,144.8,,,,,,144.8,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2019,true,,,,,,,,,,,,,145.7,,,,,,145.7,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2019,true,,,,,,,,,,,,,1469,,,,,,1469,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2019,true,,,,,,,,,,,,,1476,,,,,,1476,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2019,true,,,,,,,,,,,,,1477,,,,,,1477,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,BRA,Brazil,Year,2019,true,,,,,,,,,,,,,1498,,,,,,1498,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2019,true,,,,,,,,,,,,,1507,,,,,,1507,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2019,true,,,,,,,,,,,,,157,,,,,,157,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,ARM,Armenia,Year,2019,true,,,,,,,,,,,,,1616,,,,,,1616,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2019,true,,,,,,,,,,,,,162.3,,,,,,162.3,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2019,true,,,,,,,,,,,,,1636,,,,,,1636,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2019,true,,,,,,,,,,,,,1640,,,,,,1640,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2019,true,,,,,,,,,,,,,165.6,,,,,,165.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,COM,Comoros,Year,2019,true,,,,,,,,,,,,,168.6,,,,,,168.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,SUR,Suriname,Year,2019,true,,,,,,,,,,,,,1680,,,,,,1680,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,SRB,Serbia,Year,2019,true,,,,,,,,,,,,,1686,,,,,,1686,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2019,true,,,,,,,,,,,,,1704,,,,,,1704,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2019,true,,,,,,,,,,,,,177,,,,,,177,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,AGO,Angola,Year,2019,true,,,,,,,,,,,,,178,,,,,,178,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2019,true,,,,,,,,,,,,,179.6,,,,,,179.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2019,true,,,,,,,,,,,,,1798,,,,,,1798,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2019,true,,,,,,,,,,,,,1835,,,,,,1835,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2019,true,,,,,,,,,,,,,186.4,,,,,,186.4,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2019,true,,,,,,,,,,,,,187.1,,,,,,187.1,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2019,true,,,,,,,,,,,,,1881,,,,,,1881,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,ROU,Romania,Year,2019,true,,,,,,,,,,,,,1907,,,,,,1907,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2019,true,,,,,,,,,,,,,192.5,,,,,,192.5,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,GHA,Ghana,Year,2019,true,,,,,,,,,,,,,193.2,,,,,,193.2,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,MNE,Montenegro,Year,2019,true,,,,,,,,,,,,,1984,,,,,,1984,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2019,true,,,,,,,,,,,,,204.5,,,,,,204.5,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,KEN,Kenya,Year,2019,true,,,,,,,,,,,,,207.6,,,,,,207.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2019,true,,,,,,,,,,,,,208.4,,,,,,208.4,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,LVA,Latvia,Year,2019,true,,,,,,,,,,,,,2098,,,,,,2098,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,IND,India,Year,2019,true,,,,,,,,,,,,,211,,,,,,211,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2019,true,,,,,,,,,,,,,212.4,,,,,,212.4,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,HUN,Hungary,Year,2019,true,,,,,,,,,,,,,2156,,,,,,2156,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,HRV,Croatia,Year,2019,true,,,,,,,,,,,,,2168,,,,,,2168,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,ARG,Argentina,Year,2019,true,,,,,,,,,,,,,2199,,,,,,2199,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2019,true,,,,,,,,,,,,,220.3,,,,,,220.3,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,POL,Poland,Year,2019,true,,,,,,,,,,,,,2207,,,,,,2207,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2019,true,,,,,,,,,,,,,2228,,,,,,2228,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2019,true,,,,,,,,,,,,,226.8,,,,,,226.8,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2019,true,,,,,,,,,,,,,226.8,,,,,,226.8,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2019,true,,,,,,,,,,,,,2267,,,,,,2267,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,URY,Uruguay,Year,2019,true,,,,,,,,,,,,,2310,,,,,,2310,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,GRC,Greece,Year,2019,true,,,,,,,,,,,,,2419,,,,,,2419,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,CHL,Chile,Year,2019,true,,,,,,,,,,,,,2424,,,,,,2424,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2019,true,,,,,,,,,,,,,247,,,,,,247,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,PAN,Panama,Year,2019,true,,,,,,,,,,,,,2491,,,,,,2491,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2019,true,,,,,,,,,,,,,250.8,,,,,,250.8,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,CUB,Cuba,Year,2019,true,,,,,,,,,,,,,2599,,,,,,2599,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2019,true,,,,,,,,,,,,,260.4,,,,,,260.4,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,EST,Estonia,Year,2019,true,,,,,,,,,,,,,2617,,,,,,2617,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2019,true,,,,,,,,,,,,,2737,,,,,,2737,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2019,true,,,,,,,,,,,,,2790,,,,,,2790,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2019,true,,,,,,,,,,,,,2797,,,,,,2797,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2019,true,,,,,,,,,,,,,285.6,,,,,,285.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2019,true,,,,,,,,,,,,,2861,,,,,,2861,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2019,true,,,,,,,,,,,,,2902,,,,,,2902,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2019,true,,,,,,,,,,,,,2996,,,,,,2996,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2019,true,,,,,,,,,,,,,3017,,,,,,3017,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,MCO,Monaco,Year,2019,true,,,,,,,,,,,,,3080,,,,,,3080,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2019,true,,,,,,,,,,,,,313.6,,,,,,313.6,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2019,true,,,,,,,,,,,,,316.1,,,,,,316.1,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2019,true,,,,,,,,,,,,,332.1,,,,,,332.1,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,ISR,Israel,Year,2019,true,,,,,,,,,,,,,3326,,,,,,3326,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,CZE,Czechia,Year,2019,true,,,,,,,,,,,,,3477,,,,,,3477,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,PRT,Portugal,Year,2019,true,,,,,,,,,,,,,3518,,,,,,3518,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2019,true,,,,,,,,,,,,,3521,,,,,,3521,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2019,true,,,,,,,,,,,,,358.3,,,,,,358.3,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2019,true,,,,,,,,,,,,,3629,,,,,,3629,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2019,true,,,,,,,,,,,,,364.2,,,,,,364.2,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2019,true,,,,,,,,,,,,,369.7,,,,,,369.7,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,AND,Andorra,Year,2019,true,,,,,,,,,,,,,3716,,,,,,3716,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2019,true,,,,,,,,,,,,,379.2,,,,,,379.2,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2019,true,,,,,,,,,,,,,384.5,,,,,,384.5,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,ESP,Spain,Year,2019,true,,,,,,,,,,,,,3984,,,,,,3984,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,EUR,Europe,Country,ITA,Italy,Year,2019,true,,,,,,,,,,,,,3998,,,,,,3998,,,EN,2021-12-14T23:00:00.000Z
GHED_CHE_pc_PPP_SHA2011,Current health expenditure (CHE) per capita in PPP int$,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2019,true,,,,,,,,,,,,,40.61,,,,,,40.61,,,EN,2021-12-14T23:00:00.000Z
